Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
3.9627039627039626,64,High,Low,Yes,70,63,Medium,Yes,0.0,High,Medium,Public,Positive,3,No,High School,Moderate,Female,62
5.128205128205128,77,Medium,High,No,42,71,High,Yes,0.6993006993006993,Low,Medium,Public,Negative,4,No,High School,Far,Female,67
5.594405594405594,61,Medium,Medium,No,42,83,High,Yes,0.0,Medium,Medium,Public,Positive,3,Yes,High School,Near,Male,64
6.0606060606060606,61,Medium,Medium,No,49,64,Low,Yes,0.0,Medium,Medium,Private,Negative,3,No,Postgraduate,Near,Male,63
7.226107226107226,79,Medium,High,No,49,98,Medium,Yes,0.2331002331002331,Medium,High,Public,Neutral,2,No,College,Moderate,Male,72
5.361305361305361,72,Low,Medium,No,42,61,High,Yes,0.2331002331002331,High,Medium,Public,Positive,5,No,High School,Near,Male,66
3.2634032634032635,94,High,Medium,Yes,35,89,Medium,Yes,0.0,Medium,Medium,Public,Positive,1,No,Postgraduate,Near,Female,70
4.195804195804196,84,Medium,Low,Yes,63,68,Low,Yes,0.0,Medium,High,Private,Negative,2,No,Postgraduate,Near,Female,66
5.128205128205128,78,High,High,No,42,92,Low,Yes,0.2331002331002331,High,High,Public,Positive,3,No,High School,Moderate,Male,70
7.459207459207459,76,Low,Low,Yes,42,96,Low,Yes,0.0,Low,High,Public,Neutral,2,No,High School,Moderate,Female,67
2.797202797202797,80,Medium,Medium,Yes,49,59,High,Yes,0.2331002331002331,Low,High,Public,Positive,2,No,High School,Near,Female,64
6.293706293706293,62,High,Medium,No,35,75,Medium,Yes,0.4662004662004662,Medium,High,Public,Positive,2,No,High School,Near,Male,67
4.895104895104895,96,High,High,Yes,35,58,Medium,Yes,0.0,High,High,Public,Neutral,4,No,College,Far,Male,72
5.827505827505828,100,High,Low,No,42,85,Low,Yes,0.2331002331002331,Medium,Medium,Public,Positive,3,No,High School,Near,Male,72
4.428904428904429,67,High,Medium,Yes,56,92,Low,Yes,0.4662004662004662,High,Medium,Public,Neutral,5,No,Postgraduate,Moderate,Female,68
3.4965034965034967,65,Medium,Medium,Yes,49,69,Medium,Yes,0.2331002331002331,High,Medium,Public,Neutral,3,No,Postgraduate,Near,Female,64
5.827505827505828,66,High,Medium,Yes,28,70,Medium,No,0.2331002331002331,High,Medium,Public,Positive,3,No,High School,Moderate,Male,66
5.594405594405594,86,Low,High,No,63,60,Medium,Yes,0.0,Low,High,Private,Positive,3,No,College,Far,Male,68
6.0606060606060606,86,Low,Low,No,56,65,Low,Yes,0.0,Low,High,Public,Neutral,4,No,High School,Near,Female,66
4.662004662004662,94,Low,High,Yes,49,66,High,Yes,0.2331002331002331,Low,High,Private,Positive,1,No,High School,Near,Female,70
3.7296037296037294,90,High,High,Yes,49,58,High,Yes,0.2331002331002331,Low,Medium,Public,Neutral,4,No,Postgraduate,Near,Female,70
2.564102564102564,78,Low,High,Yes,56,65,Medium,Yes,0.0,Medium,Medium,Private,Neutral,2,No,High School,Near,Female,62
5.827505827505828,85,Low,Medium,Yes,70,95,Medium,Yes,0.0,Medium,Low,Public,Positive,1,No,College,Near,Male,69
5.361305361305361,88,Medium,Medium,Yes,56,66,Low,Yes,0.4662004662004662,Medium,High,Private,Positive,2,No,College,Moderate,Male,69
3.2634032634032635,81,Medium,Medium,Yes,49,64,Medium,Yes,0.4662004662004662,Medium,Medium,Public,Positive,4,Yes,College,Near,Male,66
3.9627039627039626,79,High,High,No,35,69,Medium,Yes,0.9324009324009324,Low,Medium,Public,Negative,3,No,Postgraduate,Near,Female,68
3.9627039627039626,86,Medium,High,No,49,98,Medium,Yes,0.4662004662004662,Low,High,Public,Positive,5,No,Postgraduate,Moderate,Male,71
2.564102564102564,82,Medium,Medium,Yes,56,88,Medium,No,0.2331002331002331,Low,Medium,Private,Negative,2,No,Postgraduate,Moderate,Female,64
3.4965034965034967,86,Low,High,No,49,60,Medium,Yes,0.4662004662004662,Medium,Medium,Public,Positive,3,No,College,Near,Male,67
3.0303030303030303,85,Medium,High,Yes,42,88,Medium,Yes,0.4662004662004662,Medium,High,Public,Positive,3,No,High School,Moderate,Female,68
4.195804195804196,89,Low,High,Yes,56,88,Low,Yes,0.0,High,Medium,Public,Negative,1,No,High School,Moderate,Male,67
3.7296037296037294,86,Medium,Medium,No,42,98,High,Yes,0.2331002331002331,Low,Medium,Public,Neutral,3,No,Postgraduate,Near,Male,68
2.331002331002331,81,Medium,High,Yes,56,95,Medium,Yes,1.1655011655011656,Low,High,Public,Positive,3,No,High School,Near,Female,69
7.459207459207459,87,Medium,High,Yes,42,55,Medium,Yes,0.0,Low,High,Public,Neutral,3,No,High School,Near,Male,71
6.526806526806527,78,High,Low,Yes,28,73,Low,No,0.6993006993006993,Low,Medium,Private,Positive,4,No,High School,Moderate,Female,68
3.4965034965034967,70,High,High,No,42,85,High,Yes,0.0,Low,Medium,Private,Positive,2,No,College,Moderate,Male,65
5.128205128205128,60,Low,Medium,No,49,99,Medium,Yes,0.2331002331002331,Low,High,Public,Neutral,3,No,College,Moderate,Male,63
5.361305361305361,82,Low,Medium,Yes,56,54,Medium,Yes,0.0,Medium,High,Public,Negative,1,No,High School,Near,Female,65
6.293706293706293,84,High,High,No,56,68,Low,Yes,0.6993006993006993,Low,High,Private,Positive,2,Yes,Postgraduate,Near,Female,72
3.4965034965034967,99,Low,Medium,Yes,35,75,Low,Yes,0.4662004662004662,Medium,Low,Public,Neutral,1,No,College,Moderate,Male,67
6.293706293706293,74,Medium,High,No,49,71,Medium,Yes,0.2331002331002331,Medium,Medium,Public,Positive,3,No,High School,Near,Female,69
3.9627039627039626,76,Medium,Medium,No,42,73,Medium,Yes,0.6993006993006993,Low,High,Private,Neutral,3,No,Postgraduate,Near,Male,67
2.797202797202797,68,High,Medium,Yes,42,68,Low,Yes,0.4662004662004662,Medium,Medium,Public,Positive,4,No,College,Near,Male,64
5.594405594405594,63,Medium,Low,No,42,99,Low,No,0.0,Low,Medium,Public,Positive,3,No,High School,Moderate,Female,62
6.526806526806527,91,Low,Medium,No,49,90,Medium,Yes,0.4662004662004662,High,Low,Private,Neutral,3,No,High School,Near,Male,71
8.391608391608392,70,Low,High,No,70,87,Medium,Yes,0.4662004662004662,Low,Medium,Public,Positive,3,No,High School,Near,Male,70
3.0303030303030303,84,Low,Medium,No,70,71,Low,Yes,0.2331002331002331,Medium,High,Public,Neutral,3,No,College,Moderate,Male,64
5.594405594405594,88,Medium,Medium,Yes,42,94,Medium,Yes,0.0,Low,Medium,Private,Negative,2,No,Postgraduate,Moderate,Male,69
4.195804195804196,79,Medium,Medium,Yes,49,55,Medium,Yes,0.2331002331002331,Low,High,Public,Positive,3,No,High School,Moderate,Female,65
5.827505827505828,95,High,High,Yes,49,57,Medium,Yes,0.4662004662004662,High,Medium,Private,Negative,2,No,College,Moderate,Female,73
2.564102564102564,78,Medium,Low,Yes,49,98,Low,Yes,0.4662004662004662,Medium,Medium,Public,Neutral,3,No,High School,Near,Female,64
2.797202797202797,71,Medium,High,Yes,56,78,Low,Yes,0.4662004662004662,Medium,Medium,Public,Negative,2,No,Postgraduate,Near,Female,64
3.4965034965034967,96,Medium,Medium,Yes,49,58,Medium,Yes,0.6993006993006993,Medium,Medium,Public,Neutral,4,No,Postgraduate,Moderate,Male,70
4.662004662004662,94,Low,Low,Yes,42,97,Low,Yes,0.4662004662004662,Medium,Medium,Public,Positive,5,No,College,Near,Male,70
3.7296037296037294,67,High,High,No,63,99,Medium,Yes,0.4662004662004662,Medium,Medium,Public,Neutral,2,Yes,High School,Moderate,Male,64
5.594405594405594,61,Low,Medium,No,35,94,Medium,Yes,0.6993006993006993,Medium,High,Private,Neutral,2,Yes,College,Moderate,Female,64
6.0606060606060606,64,Medium,Medium,Yes,49,62,High,Yes,0.6993006993006993,Medium,High,Private,Negative,2,No,High School,Near,Male,66
5.594405594405594,71,Low,High,Yes,35,64,Medium,Yes,0.2331002331002331,Medium,Medium,Public,Neutral,3,No,College,Near,Male,66
6.993006993006993,99,Medium,Medium,Yes,35,70,Low,Yes,0.4662004662004662,Medium,Medium,Public,Neutral,4,No,High School,Near,Female,74
5.128205128205128,82,High,High,No,56,79,Medium,No,0.4662004662004662,Medium,Medium,Public,Negative,1,No,College,Near,Female,69
3.0303030303030303,75,Low,High,Yes,42,100,High,Yes,0.2331002331002331,Medium,Medium,Public,Positive,3,No,Postgraduate,Near,Male,67
6.526806526806527,96,Medium,Medium,No,28,98,High,Yes,1.1655011655011656,Low,Medium,Public,Neutral,5,Yes,High School,Far,Male,73
3.7296037296037294,78,Low,Medium,No,42,96,High,Yes,0.0,Medium,Medium,Public,Positive,1,No,Postgraduate,Near,Female,66
5.827505827505828,73,High,Medium,No,42,54,High,Yes,0.4662004662004662,Medium,Medium,Public,Neutral,4,No,High School,Moderate,Female,67
6.75990675990676,98,Medium,High,Yes,35,88,Low,Yes,0.6993006993006993,Low,Medium,Public,Neutral,2,No,College,Near,Male,75
5.361305361305361,94,Medium,High,Yes,56,94,Low,Yes,0.4662004662004662,Medium,High,Public,Positive,2,No,High School,Near,Male,73
2.564102564102564,94,Medium,Medium,No,35,67,Medium,Yes,0.4662004662004662,High,Medium,Public,Neutral,5,No,High School,Near,Female,67
3.2634032634032635,80,High,Low,Yes,42,61,Medium,Yes,0.0,Medium,High,Public,Neutral,4,No,College,Moderate,Female,65
6.526806526806527,92,Medium,Medium,Yes,49,87,Low,Yes,0.2331002331002331,Low,Low,Public,Positive,1,No,High School,Near,Female,71
4.428904428904429,67,Medium,Medium,Yes,42,55,Low,Yes,0.2331002331002331,Medium,Medium,Public,Neutral,4,No,High School,Near,Male,63
4.662004662004662,83,Medium,Low,Yes,42,97,High,Yes,0.4662004662004662,Low,High,Public,Neutral,4,No,High School,Moderate,Female,68
5.827505827505828,99,Medium,High,No,42,58,High,Yes,0.0,Medium,Medium,Private,Positive,4,No,High School,Near,Male,72
5.594405594405594,72,Low,High,Yes,35,73,Low,Yes,0.4662004662004662,Medium,High,Public,Positive,2,No,High School,Near,Male,67
5.128205128205128,92,Medium,High,No,42,99,Low,Yes,0.2331002331002331,Medium,Medium,Public,Negative,4,No,College,Near,Female,71
4.428904428904429,80,Low,Low,No,56,99,High,Yes,0.2331002331002331,Low,Medium,Public,Positive,4,No,Postgraduate,Near,Male,67
4.195804195804196,62,Medium,High,Yes,42,89,Medium,Yes,0.0,High,High,Private,Positive,3,No,Postgraduate,Near,Female,66
5.827505827505828,91,Medium,High,No,49,92,Medium,Yes,0.6993006993006993,Low,Medium,Public,Negative,5,No,High School,Near,Male,72
5.361305361305361,67,Low,Low,No,63,98,Medium,Yes,0.4662004662004662,Low,High,Public,Negative,0,No,College,Near,Female,64
4.195804195804196,85,Medium,Medium,No,56,96,Medium,Yes,0.0,High,High,Public,Negative,3,No,College,Moderate,Male,68
6.0606060606060606,63,High,High,No,35,81,Medium,Yes,0.0,Low,Medium,Public,Negative,2,No,High School,Moderate,Female,65
4.428904428904429,98,Medium,High,Yes,56,87,High,Yes,0.2331002331002331,Medium,Medium,Private,Positive,4,No,Postgraduate,Moderate,Male,74
3.4965034965034967,72,Medium,Low,Yes,63,80,Medium,Yes,0.9324009324009324,Medium,High,Private,Neutral,4,No,College,Moderate,Female,65
3.4965034965034967,69,High,Low,Yes,42,75,Medium,No,0.4662004662004662,Low,High,Public,Positive,2,No,High School,Near,Female,63
3.2634032634032635,65,Medium,Medium,Yes,35,94,Medium,Yes,1.1655011655011656,Low,Medium,Private,Negative,3,No,Postgraduate,Moderate,Male,65
4.195804195804196,98,Low,High,Yes,42,87,Medium,Yes,0.0,Medium,Medium,Public,Neutral,1,No,High School,Near,Male,70
6.293706293706293,88,Medium,High,Yes,49,93,Medium,Yes,0.0,Low,Medium,Public,Neutral,4,No,High School,Moderate,Male,71
3.4965034965034967,90,Medium,Medium,Yes,56,55,Medium,Yes,0.2331002331002331,Low,Medium,Public,Neutral,1,No,College,Near,Female,66
4.895104895104895,80,Medium,Medium,Yes,42,79,Low,Yes,0.4662004662004662,Medium,High,Public,Positive,3,No,College,Near,Male,69
3.7296037296037294,79,Medium,High,Yes,28,66,High,Yes,0.4662004662004662,Medium,Medium,Public,Neutral,2,No,College,Moderate,Male,67
4.195804195804196,64,Medium,High,Yes,35,76,Low,Yes,0.2331002331002331,Low,Medium,Public,Positive,4,No,High School,Moderate,Male,64
2.564102564102564,82,High,High,No,56,81,High,Yes,0.4662004662004662,Low,High,Public,Positive,2,No,High School,Moderate,Female,67
4.428904428904429,70,Medium,High,Yes,70,92,Medium,Yes,0.2331002331002331,Low,High,Public,Positive,4,No,High School,Near,Male,67
4.428904428904429,99,High,Medium,No,49,52,Medium,Yes,0.2331002331002331,Medium,Medium,Public,Neutral,4,No,High School,Near,Male,70
5.361305361305361,92,High,High,No,63,58,Medium,Yes,0.4662004662004662,Low,Medium,Private,Neutral,1,No,Postgraduate,Near,Female,71
4.895104895104895,77,Medium,Low,Yes,35,96,High,Yes,0.4662004662004662,Low,High,Private,Neutral,5,No,High School,Near,Female,68
3.0303030303030303,66,High,High,No,42,98,Low,Yes,0.2331002331002331,High,High,Public,Positive,2,No,High School,Near,Male,65
6.293706293706293,91,Medium,Medium,No,28,53,Medium,Yes,0.2331002331002331,Low,Medium,Private,Positive,3,No,Postgraduate,Near,Female,70
4.895104895104895,65,Medium,High,Yes,56,67,Low,No,0.2331002331002331,Low,Medium,Public,Positive,4,No,High School,Near,Female,64
4.895104895104895,68,High,High,Yes,42,50,High,Yes,0.6993006993006993,Medium,Low,Private,Neutral,4,No,High School,Near,Male,67
4.662004662004662,68,Low,Low,No,56,88,Medium,Yes,1.1655011655011656,Low,Low,Private,Neutral,3,No,High School,Moderate,Male,63
3.9627039627039626,82,Medium,Low,Yes,42,84,High,Yes,0.4662004662004662,Low,Low,Public,Negative,3,No,High School,Moderate,Female,65
4.895104895104895,91,Medium,Medium,Yes,70,78,High,Yes,0.4662004662004662,Low,High,Public,Negative,2,No,High School,Near,Male,70
5.361305361305361,73,Medium,High,No,70,85,Medium,Yes,0.2331002331002331,Low,Medium,Public,Neutral,3,No,College,Near,Male,67
2.331002331002331,63,Medium,High,No,28,77,Low,No,0.6993006993006993,Low,Medium,Private,Neutral,3,No,High School,Near,Male,60
3.9627039627039626,79,Low,High,No,56,62,Low,Yes,0.2331002331002331,Low,Medium,Public,Neutral,3,No,High School,Near,Female,64
4.195804195804196,90,Low,Medium,No,42,88,Low,Yes,0.2331002331002331,Medium,Medium,Private,Negative,1,No,High School,Moderate,Female,65
5.128205128205128,69,Medium,Medium,No,56,89,Low,No,0.0,Low,High,Public,Positive,5,No,High School,Moderate,Female,64
6.293706293706293,69,Medium,Low,Yes,35,93,Medium,Yes,0.2331002331002331,Medium,Medium,Public,Positive,4,No,College,Moderate,Male,67
3.4965034965034967,98,Medium,Medium,Yes,63,98,High,Yes,0.0,Medium,Medium,Private,Positive,3,No,High School,Near,Female,71
3.9627039627039626,98,Medium,Medium,No,63,87,Low,Yes,0.0,High,Medium,Private,Positive,3,No,High School,Moderate,Female,69
3.9627039627039626,100,Medium,High,Yes,35,53,Low,Yes,0.2331002331002331,Medium,High,Public,Positive,4,No,High School,Near,Male,70
3.4965034965034967,92,Medium,Medium,Yes,49,51,Medium,Yes,0.2331002331002331,High,High,Public,Positive,3,No,College,Near,Female,69
4.195804195804196,68,High,High,Yes,49,87,High,Yes,0.6993006993006993,Medium,Medium,Public,Positive,4,No,High School,Near,Male,69
5.827505827505828,68,Low,Medium,Yes,56,53,Low,Yes,0.4662004662004662,Medium,Medium,Public,Neutral,3,No,College,Moderate,Female,64
3.2634032634032635,74,Low,Medium,Yes,49,66,Medium,Yes,0.0,Medium,High,Private,Negative,3,No,Postgraduate,Near,Male,63
5.361305361305361,73,High,Medium,No,56,57,Medium,Yes,0.6993006993006993,Medium,Medium,Public,Positive,2,No,College,Near,Male,67
2.331002331002331,98,Medium,Medium,No,49,98,Low,No,0.0,Medium,Medium,Public,Neutral,3,No,College,Moderate,Female,66
3.9627039627039626,92,Medium,High,Yes,56,66,Medium,Yes,0.4662004662004662,Low,Medium,Public,Positive,3,No,High School,Near,Female,69
4.195804195804196,89,Medium,Medium,No,35,53,Medium,Yes,1.1655011655011656,Low,High,Private,Neutral,4,No,College,Near,Male,69
6.993006993006993,67,Medium,Medium,No,49,97,High,Yes,0.4662004662004662,High,Medium,Public,Neutral,3,Yes,High School,Near,Male,69
4.195804195804196,96,Medium,High,Yes,63,80,High,Yes,0.2331002331002331,Low,Medium,Public,Positive,3,No,College,Near,Male,72
1.6317016317016317,93,High,High,Yes,63,52,High,Yes,0.2331002331002331,Medium,Low,Private,Negative,3,No,High School,Moderate,Female,65
1.8648018648018647,67,Medium,Medium,Yes,49,92,Medium,Yes,0.0,High,High,Private,Positive,2,No,College,Near,Male,63
4.662004662004662,95,Medium,Medium,No,49,58,Low,Yes,0.2331002331002331,Low,High,Public,Neutral,4,No,College,Near,Male,69
5.594405594405594,71,High,Medium,Yes,63,90,Low,Yes,0.6993006993006993,Medium,High,Private,Neutral,3,No,College,Near,Male,69
5.128205128205128,63,Medium,Low,Yes,49,80,Medium,Yes,0.4662004662004662,High,High,Private,Negative,2,No,College,Moderate,Female,64
4.895104895104895,86,Medium,Low,Yes,63,59,High,Yes,0.4662004662004662,Medium,High,Private,Positive,3,No,College,Near,Male,69
6.293706293706293,86,Medium,High,No,49,88,Medium,Yes,0.2331002331002331,Medium,Medium,Private,Neutral,3,No,Postgraduate,Moderate,Male,72
3.9627039627039626,64,Medium,Low,No,49,73,High,Yes,0.2331002331002331,Low,Medium,Public,Neutral,4,No,College,Near,Male,62
5.827505827505828,73,High,Medium,Yes,35,82,Low,No,0.2331002331002331,Medium,Medium,Private,Positive,3,Yes,High School,Near,Male,66
2.331002331002331,100,Low,Medium,No,35,93,Low,Yes,0.4662004662004662,Medium,Low,Public,Neutral,1,No,High School,Far,Female,65
3.4965034965034967,87,High,High,Yes,56,63,Medium,Yes,0.0,High,Medium,Public,Neutral,3,No,College,Near,Female,69
2.097902097902098,89,Medium,Low,No,70,68,High,Yes,0.2331002331002331,High,High,Public,Negative,3,No,High School,Near,Female,65
4.195804195804196,69,High,Medium,Yes,49,100,Medium,Yes,0.6993006993006993,Medium,High,Public,Negative,2,No,High School,Near,Male,67
4.662004662004662,63,Low,Medium,Yes,49,75,Low,Yes,0.4662004662004662,Medium,High,Public,Neutral,2,No,High School,Near,Female,63
4.895104895104895,71,High,Medium,No,63,78,Low,Yes,0.4662004662004662,Medium,Medium,Public,Neutral,4,No,High School,Near,Male,66
4.662004662004662,70,Low,Medium,No,56,64,Low,Yes,0.0,Low,Low,Private,Positive,3,No,High School,Far,Male,61
3.2634032634032635,69,High,Medium,Yes,28,71,Medium,Yes,0.2331002331002331,Medium,Medium,Public,Positive,4,No,High School,Near,Female,64
4.428904428904429,68,Medium,Low,Yes,56,75,Low,Yes,0.2331002331002331,Medium,Medium,Private,Neutral,4,No,Postgraduate,Near,Male,64
2.564102564102564,83,Medium,Medium,Yes,35,63,Medium,Yes,0.4662004662004662,Low,Medium,Public,Neutral,3,No,College,Near,Male,65
6.526806526806527,73,Medium,Low,No,49,62,Medium,Yes,0.6993006993006993,High,Medium,Public,Neutral,3,No,Postgraduate,Moderate,Female,68
4.195804195804196,93,Low,High,Yes,42,80,Medium,Yes,0.2331002331002331,Medium,Medium,Private,Negative,3,No,High School,Near,Male,69
3.9627039627039626,67,Medium,Medium,No,42,59,Medium,Yes,0.0,Medium,Medium,Public,Negative,3,No,High School,Near,Female,61
6.993006993006993,79,Medium,High,No,49,78,Medium,No,0.6993006993006993,High,High,Private,Positive,2,No,Postgraduate,Moderate,Female,72
3.0303030303030303,61,Medium,Low,Yes,56,85,Medium,Yes,0.9324009324009324,Low,Medium,Private,Neutral,3,No,College,Moderate,Male,61
3.0303030303030303,79,High,High,No,49,60,Medium,Yes,0.2331002331002331,Low,High,Private,Neutral,4,No,College,Moderate,Male,66
3.0303030303030303,62,Low,Medium,Yes,63,87,Medium,Yes,0.2331002331002331,Low,Medium,Public,Negative,1,No,College,Moderate,Male,60
4.662004662004662,99,Medium,Low,No,63,68,Low,Yes,0.2331002331002331,Low,High,Public,Positive,3,No,Postgraduate,Far,Male,69
5.361305361305361,92,Medium,High,No,63,100,Medium,Yes,0.2331002331002331,High,High,Public,Neutral,2,Yes,College,Near,Male,72
5.594405594405594,80,Medium,High,Yes,49,99,Low,Yes,0.4662004662004662,Medium,Medium,Public,Negative,2,No,High School,Moderate,Female,69
8.158508158508159,63,High,High,Yes,42,90,Low,Yes,0.0,Medium,Medium,Public,Positive,3,No,College,Near,Male,71
1.6317016317016317,84,Medium,High,No,49,67,Medium,Yes,0.2331002331002331,Medium,Medium,Private,Neutral,3,No,College,Near,Male,64
5.594405594405594,90,Low,Low,Yes,63,97,High,Yes,0.6993006993006993,Low,Medium,Public,Positive,4,No,High School,Near,Male,71
3.9627039627039626,68,Low,Medium,Yes,63,100,High,Yes,0.2331002331002331,Medium,High,Public,Negative,3,No,High School,Moderate,Male,64
3.7296037296037294,83,Medium,Medium,Yes,28,73,High,Yes,0.6993006993006993,Low,Low,Public,Negative,3,No,College,Near,Female,67
3.7296037296037294,93,Medium,Low,Yes,49,81,Medium,Yes,0.4662004662004662,Low,Medium,Private,Negative,3,Yes,Postgraduate,Moderate,Male,67
3.4965034965034967,91,Low,High,Yes,28,50,High,Yes,0.2331002331002331,Medium,Medium,Public,Neutral,3,No,High School,Moderate,Female,66
6.993006993006993,92,Low,Medium,Yes,49,52,Medium,Yes,0.6993006993006993,High,Medium,Private,Positive,4,No,College,Near,Male,73
5.827505827505828,95,Medium,High,Yes,42,75,Medium,Yes,0.2331002331002331,Medium,Medium,Private,Positive,4,No,High School,Moderate,Male,73
4.662004662004662,98,Medium,Medium,No,42,80,Medium,Yes,0.0,Medium,Medium,Public,Positive,2,No,College,Moderate,Male,70
6.526806526806527,76,Low,Medium,Yes,56,66,Medium,Yes,1.1655011655011656,High,Low,Public,Positive,4,No,College,Moderate,Male,70
2.564102564102564,83,Medium,Low,Yes,42,55,Low,Yes,0.0,Low,Medium,Public,Positive,4,Yes,Postgraduate,Near,Female,62
2.797202797202797,92,High,Low,Yes,49,89,Medium,Yes,0.2331002331002331,Medium,High,Private,Neutral,2,No,Postgraduate,Moderate,Male,68
1.6317016317016317,88,High,High,Yes,42,71,Medium,Yes,0.0,Low,Medium,Public,Positive,3,No,High School,Moderate,Female,65
3.7296037296037294,100,High,High,Yes,49,82,Medium,Yes,0.4662004662004662,High,Medium,Public,Positive,2,No,High School,Near,Male,73
4.895104895104895,61,High,Medium,Yes,56,83,High,No,0.2331002331002331,Low,Medium,Private,Neutral,3,No,College,Near,Female,65
4.895104895104895,74,Medium,High,Yes,42,77,High,No,0.0,Medium,Medium,Public,Neutral,3,No,College,Near,Male,66
4.895104895104895,71,Low,Medium,Yes,56,59,Medium,Yes,0.6993006993006993,Low,Medium,Public,Neutral,3,No,College,Moderate,Male,64
2.797202797202797,70,Medium,High,No,49,81,High,Yes,0.0,Low,Medium,Public,Positive,3,No,High School,Near,Male,63
5.827505827505828,69,Medium,Medium,No,49,66,Medium,No,0.0,Low,Low,Public,Neutral,3,Yes,College,Near,Male,62
4.895104895104895,88,High,Medium,Yes,42,91,Low,Yes,0.0,Low,Medium,Private,Neutral,4,No,Postgraduate,Moderate,Female,70
5.594405594405594,63,Medium,Medium,No,56,60,Medium,Yes,0.6993006993006993,High,Medium,Public,Neutral,3,No,High School,Near,Male,65
2.097902097902098,90,Medium,Medium,Yes,56,65,Medium,Yes,0.0,Medium,Medium,Private,Neutral,5,No,High School,Far,Male,64
5.128205128205128,88,Medium,Medium,No,49,72,Low,Yes,0.9324009324009324,High,Medium,Public,Negative,2,No,Postgraduate,Near,Male,70
3.0303030303030303,70,Medium,Medium,No,49,87,Medium,Yes,0.2331002331002331,Low,Low,Public,Neutral,5,No,High School,Near,Male,62
4.195804195804196,70,Medium,Medium,No,56,86,Medium,Yes,1.1655011655011656,High,Medium,Public,Positive,2,No,High School,Near,Female,67
5.361305361305361,85,Medium,Low,No,56,67,Low,Yes,0.2331002331002331,Medium,Medium,Private,Neutral,3,No,Postgraduate,Far,Female,66
4.895104895104895,90,High,High,Yes,49,76,High,Yes,0.4662004662004662,High,High,Public,Positive,3,No,College,Moderate,Female,74
3.4965034965034967,95,Medium,High,Yes,63,62,Medium,Yes,0.4662004662004662,Medium,Medium,Public,Positive,3,No,High School,Far,Male,69
4.662004662004662,94,Medium,High,Yes,56,89,Low,Yes,0.0,Medium,Medium,Public,Positive,4,Yes,High School,Moderate,Female,70
2.564102564102564,99,Medium,Medium,No,70,60,Medium,Yes,0.2331002331002331,High,Medium,Public,Positive,1,No,College,Near,Female,68
6.293706293706293,83,Medium,Low,No,35,91,Medium,Yes,0.6993006993006993,Low,Medium,Public,Neutral,2,No,Postgraduate,Near,Male,70
4.428904428904429,96,Medium,Medium,Yes,56,97,Medium,Yes,0.6993006993006993,Medium,Medium,Public,Negative,2,No,High School,Near,Male,71
6.293706293706293,92,Medium,Low,Yes,63,100,High,Yes,0.4662004662004662,Medium,High,Public,Positive,0,No,Postgraduate,Moderate,Female,73
3.9627039627039626,96,Medium,Medium,No,63,93,Low,Yes,0.6993006993006993,Medium,Medium,Private,Neutral,2,No,High School,Far,Male,69
3.9627039627039626,60,Low,Low,Yes,49,61,Medium,Yes,0.2331002331002331,Low,Medium,Public,Positive,4,No,Postgraduate,Near,Female,61
3.4965034965034967,99,Medium,Medium,Yes,35,71,Medium,Yes,0.0,Medium,Medium,Public,Neutral,2,No,College,Moderate,Male,68
5.827505827505828,79,Medium,Low,Yes,63,54,Medium,Yes,0.2331002331002331,Low,Medium,Private,Positive,2,No,Postgraduate,Far,Male,66
3.7296037296037294,92,High,Low,Yes,42,58,Low,Yes,0.0,High,Medium,Private,Positive,4,No,High School,Near,Female,67
5.594405594405594,65,Low,High,Yes,49,52,Medium,Yes,0.2331002331002331,High,Medium,Public,Neutral,1,No,Postgraduate,Moderate,Female,64
4.195804195804196,76,Low,High,Yes,70,82,High,Yes,0.2331002331002331,Medium,Medium,Private,Negative,4,No,College,Near,Male,67
1.8648018648018647,71,High,Medium,Yes,35,77,Medium,No,0.0,High,Medium,Public,Neutral,4,No,High School,Moderate,Female,61
3.9627039627039626,72,Low,Medium,No,56,96,High,Yes,0.4662004662004662,Low,High,Public,Neutral,3,No,High School,Near,Male,65
3.0303030303030303,65,Low,High,Yes,42,73,Medium,Yes,0.0,Low,Medium,Private,Positive,3,No,Postgraduate,Near,Female,62
4.662004662004662,92,Low,High,No,42,82,Medium,Yes,0.0,Medium,Medium,Public,Neutral,5,No,High School,Near,Female,69
3.0303030303030303,60,High,High,No,49,70,Medium,Yes,0.2331002331002331,Medium,Medium,Public,Negative,3,No,College,Far,Female,61
6.0606060606060606,73,High,Medium,No,56,91,Medium,Yes,0.9324009324009324,Low,Low,Public,Neutral,5,No,High School,Moderate,Male,69
4.428904428904429,67,Medium,Low,No,56,96,High,No,0.2331002331002331,High,Low,Public,Positive,3,No,College,Near,Male,64
4.428904428904429,84,Medium,Low,No,63,72,High,Yes,0.2331002331002331,Low,Medium,Public,Positive,3,No,High School,Far,Female,65
5.594405594405594,70,Medium,High,No,42,54,Low,Yes,0.2331002331002331,High,Medium,Public,Neutral,1,No,High School,Moderate,Female,64
